units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update,roi
107,0.19,1218.34,22,275,0.08,Home Appliances,Europe,0.1895,1.96,371.42,Apr-2024,228.02218512734905
91,0.09,737.72,33,176,0.19,Books,Asia,0.1307,1.07,139.85,Sep-2024,427.5080443332142
105,0.17,786.37,40,193,0.21,Toys,Asia,0.1797,1.52,273.14,Jun-2024,187.89997803324303
116,0.22,769.78,23,355,0.06,Toys,Europe,0.1711,1.5,256.65,Jun-2024,199.93376193259306
145,0.28,210.32,29,259,0.11,Electronics,North America,0.1068,0.34,36.31,Jul-2024,479.23437069677766
112,0.2,378.36,32,375,0.09,Clothing,Europe,0.0884,0.97,85.75,Jul-2024,341.23615160349857
105,0.03,746.26,38,119,0.32,Toys,Asia,0.1872,0.28,52.42,Feb-2024,1323.616940099199
101,0.1,892.03,26,471,0.06,Books,Europe,0.0532,1.7,90.44,May-2024,886.3224237063246
106,0.17,151.67,20,124,0.16,Toys,Asia,0.0842,0.12,10.1,Jan-2024,1401.6831683168316
96,0.18,745.97,32,298,0.11,Home Appliances,Asia,0.0341,1.68,57.29,May-2024,1202.0946063885497
136,0.14,398.92,37,196,0.19,Toys,North America,0.1594,1.58,251.85,Aug-2024,58.39587055787175
108,0.25,104.61,25,27,0.93,Home Appliances,Europe,0.1471,1.82,267.72,Oct-2024,-60.92559390407889
91,0.03,11.68,12,286,0.04,Books,Asia,0.1472,0.69,101.57,Mar-2024,-88.50054149847395
143,0.2,162.24,40,137,0.29,Electronics,North America,0.0339,0.64,21.7,Apr-2024,647.6497695852536
110,0.04,93.48,15,33,0.45,Electronics,Asia,0.0693,1.96,135.83,Feb-2024,-31.178679231392188
116,0.08,434.8,47,33,1.42,Toys,Europe,0.0502,0.22,11.04,Apr-2024,3838.405797101449
146,0.28,270.58,5,167,0.03,Electronics,North America,0.1643,0.1,16.43,Jun-2024,1546.8654899573949
108,0.09,785.04,26,439,0.06,Toys,Asia,0.0386,1.39,53.65,Aug-2024,1363.2618825722273
106,0.05,18.68,32,11,2.91,Home Appliances,Europe,0.0628,0.9,56.52,Jul-2024,-66.94975230007077
107,0.18,53.55,8,339,0.02,Home Appliances,Europe,0.1232,1.28,157.7,Nov-2024,-66.0431198478123
108,0.09,910.37,43,96,0.45,Toys,Asia,0.101,0.93,93.93,Dec-2023,869.2004684339402
126,0.25,48.97,48,191,0.25,Home Appliances,North America,0.0577,1.36,78.47,May-2024,-37.59398496240601
139,0.25,714.88,28,45,0.62,Toys,North America,0.023,1.19,27.37,Jun-2024,2511.91085129704
122,0.25,235.91,23,343,0.07,Electronics,Europe,0.1774,1.63,289.16,May-2024,-18.415410153548216
132,0.25,49.79,33,208,0.16,Clothing,North America,0.1257,0.82,103.07,Mar-2024,-51.69302415833899
137,0.21,896.11,35,271,0.13,Clothing,North America,0.1431,0.23,32.91,Jun-2024,2622.9109693102405
103,0.22,84.68,32,118,0.27,Books,Europe,0.1361,0.98,133.38,Jul-2024,-36.51222072274703
124,0.27,578.32,29,44,0.66,Electronics,Europe,0.1366,1.62,221.29,Sep-2024,161.34032265353162
149,0.1,1273.25,14,169,0.08,Electronics,North America,0.1646,1.89,311.09,Sep-2024,309.28670159760844
118,0.2,110.54,11,198,0.06,Toys,Europe,0.1948,2.0,389.6,Aug-2024,-71.62731006160163
109,0.23,790.97,27,258,0.1,Toys,Asia,0.0212,1.59,33.71,Jun-2024,2246.395728270543
123,0.0,393.03,47,373,0.13,Books,North America,0.0295,1.97,58.11,Feb-2024,576.3551884357253
134,0.06,409.18,40,259,0.15,Clothing,North America,0.1687,0.24,40.49,Jun-2024,910.5705112373424
114,0.04,928.53,47,475,0.1,Clothing,Europe,0.1082,1.95,210.99,Apr-2024,340.0824683634295
138,0.21,174.84,22,76,0.29,Clothing,North America,0.1483,1.92,284.74,May-2024,-38.59661445529255
101,0.06,560.5,18,468,0.04,Home Appliances,Asia,0.0742,0.65,48.23,Apr-2024,1062.1397470454074
97,0.26,888.74,14,235,0.06,Books,Asia,0.0994,0.7,69.58,Aug-2024,1177.2923253808565
114,0.18,658.07,35,355,0.1,Electronics,Asia,0.1836,1.54,282.74,Nov-2024,132.74740043856548
109,0.04,183.74,5,118,0.04,Home Appliances,Europe,0.1828,0.83,151.72,May-2024,21.104666490904304
128,0.08,105.48,13,430,0.03,Home Appliances,North America,0.1032,1.59,164.09,Feb-2024,-35.71820342494972
115,0.16,788.66,43,396,0.11,Electronics,Asia,0.0143,0.49,7.01,Jun-2024,11150.499286733238
132,0.21,302.41,16,365,0.04,Home Appliances,North America,0.17,1.69,287.3,May-2024,5.259310824921689
124,0.23,381.25,7,47,0.15,Electronics,Europe,0.1346,1.64,220.74,Aug-2024,72.71450575337501
98,0.16,164.65,20,456,0.04,Home Appliances,Asia,0.15,1.98,297.0,Feb-2024,-44.56228956228956
115,0.13,309.42,49,335,0.15,Electronics,Asia,0.1267,0.19,24.07,Apr-2024,1185.5006231823847
117,0.09,1166.69,22,438,0.05,Clothing,Europe,0.0587,0.86,50.48,Jan-2024,2211.192551505547
128,0.1,241.52,15,192,0.08,Home Appliances,North America,0.1297,0.11,14.27,Feb-2024,1592.5017519271198
145,0.28,291.08,41,139,0.29,Toys,North America,0.0295,0.91,26.85,Dec-2023,984.0968342644319
103,0.15,201.34,46,156,0.29,Books,Europe,0.1689,1.33,224.64,Dec-2023,-10.37215099715099
137,0.19,879.85,46,329,0.14,Clothing,North America,0.0549,1.93,105.96,Oct-2024,730.3605134012836
106,0.23,1022.44,23,172,0.13,Books,Europe,0.0706,1.84,129.9,Jan-2024,687.0977675134719
121,0.03,1274.81,33,361,0.09,Toys,Europe,0.1912,1.81,346.07,Mar-2024,268.36767128037684
115,0.29,322.1,31,353,0.09,Electronics,Asia,0.1135,1.44,163.44,Nov-2024,97.07537934410183
114,0.25,161.46,24,162,0.15,Electronics,Asia,0.0961,1.44,138.38,Jan-2024,16.678710796357866
115,0.06,214.43,23,25,0.92,Electronics,Asia,0.1093,0.58,63.39,Jun-2024,238.2710206657202
123,0.18,272.21,41,214,0.19,Books,North America,0.1849,0.94,173.81,Jul-2024,56.61354352453828
99,0.1,264.11,5,396,0.01,Home Appliances,Asia,0.1185,1.62,191.97,Nov-2024,37.578788352346734
142,0.18,396.22,43,107,0.4,Toys,North America,0.0293,1.15,33.69,Jul-2024,1076.0759869397448
112,0.07,1128.61,16,94,0.17,Toys,Asia,0.023,1.05,24.15,Jul-2024,4573.333333333333
112,0.09,858.06,4,173,0.02,Toys,Asia,0.1416,0.81,114.7,May-2024,648.0906713164777
112,0.16,1104.19,30,297,0.1,Home Appliances,Europe,0.092,1.95,179.4,Feb-2024,515.4905239687848
137,0.02,285.87,2,38,0.05,Clothing,North America,0.1083,1.78,192.77,Oct-2024,48.29589666441873
104,0.13,359.57,3,342,0.01,Clothing,Asia,0.0112,1.57,17.58,Feb-2024,1945.335608646189
128,0.18,318.72,14,95,0.15,Electronics,Europe,0.0746,0.17,12.68,Jun-2024,2413.5646687697163
135,0.21,334.14,30,221,0.14,Home Appliances,North America,0.172,1.78,306.16,Jan-2024,9.139012281160163
100,0.19,333.46,37,415,0.09,Home Appliances,Asia,0.0224,0.98,21.95,Sep-2024,1419.1799544419134
96,0.06,164.02,26,444,0.06,Books,Asia,0.1788,1.48,264.62,Aug-2024,-38.016778777114354
148,0.12,442.5,25,196,0.13,Toys,North America,0.0965,0.73,70.44,Oct-2024,528.1942078364566
110,0.25,364.09,22,145,0.15,Toys,Asia,0.1428,0.28,39.98,Jan-2024,810.680340170085
124,0.1,290.24,38,411,0.09,Books,North America,0.0339,0.44,14.92,Jan-2024,1845.3083109919571
107,0.25,1110.17,25,282,0.09,Books,Europe,0.1781,0.96,170.98,Dec-2023,549.298163527898
126,0.2,321.41,4,403,0.01,Electronics,Europe,0.152,0.73,110.96,Dec-2024,189.66294160057683
140,0.05,1106.14,28,200,0.14,Clothing,North America,0.0532,0.42,22.34,Aug-2024,4851.387645478962
118,0.05,736.44,19,489,0.04,Electronics,Asia,0.1394,0.69,96.19,Mar-2024,665.6097307412413
152,0.23,368.46,19,110,0.17,Electronics,North America,0.183,0.49,89.67,Aug-2024,310.9066577450652
103,0.02,190.72,26,285,0.09,Home Appliances,Asia,0.0313,1.49,46.64,Aug-2024,308.91938250428814
135,0.24,1070.41,38,149,0.26,Home Appliances,North America,0.0589,1.59,93.65,May-2024,1042.989855846236
128,0.26,496.9,21,486,0.04,Books,North America,0.1334,1.92,256.13,Feb-2024,94.00304532854409
116,0.16,83.28,35,231,0.15,Electronics,Asia,0.1077,1.18,127.09,Jul-2024,-34.47163427492328
130,0.29,668.48,49,196,0.25,Electronics,Europe,0.0544,0.86,46.78,May-2024,1328.9867464728518
151,0.1,266.04,12,142,0.08,Electronics,North America,0.0345,0.35,12.08,Apr-2024,2102.317880794702
148,0.16,836.36,48,497,0.1,Toys,North America,0.0977,1.37,133.85,Jan-2024,524.8487112439298
146,0.19,245.24,18,398,0.05,Toys,North America,0.0816,1.22,99.55,Apr-2024,146.3485685585133
108,0.23,665.33,0,389,0.0,Clothing,Asia,0.162,1.61,260.82,May-2024,155.09163407714135
122,0.17,243.12,2,135,0.01,Clothing,Europe,0.183,0.59,107.97,Mar-2024,125.17365934981942
113,0.03,40.38,12,221,0.05,Home Appliances,Europe,0.0853,0.99,84.45,Jul-2024,-52.184724689165186
150,0.1,53.39,28,338,0.08,Toys,North America,0.1004,1.09,109.44,Dec-2023,-51.21527777777778
121,0.2,215.9,32,271,0.12,Clothing,Europe,0.1764,0.62,109.37,Jan-2024,97.40330986559385
122,0.23,1394.84,26,407,0.06,Clothing,Europe,0.1857,0.87,161.56,Dec-2023,763.3572666501609
154,0.01,308.4,25,458,0.05,Electronics,North America,0.1245,0.28,34.86,Nov-2024,784.6815834767641
133,0.25,228.26,37,460,0.08,Home Appliances,North America,0.1141,1.73,197.39,Jun-2024,15.63909012614621
140,0.15,43.83,2,147,0.01,Clothing,North America,0.1161,0.41,47.6,Nov-2024,-7.920168067226897
113,0.04,126.09,31,480,0.06,Home Appliances,Europe,0.0271,0.22,5.96,Oct-2024,2015.6040268456377
111,0.3,241.25,2,97,0.02,Clothing,Asia,0.0815,0.83,67.64,Oct-2024,256.6676522767593
120,0.12,342.04,25,86,0.29,Electronics,Asia,0.1151,0.34,39.13,Dec-2023,774.1119345770509
123,0.13,994.1,35,457,0.08,Clothing,Europe,0.1537,0.65,99.9,May-2024,895.0950950950951
159,0.15,403.07,12,244,0.05,Electronics,North America,0.1178,1.06,124.87,Dec-2024,222.79170337150634
127,0.14,1121.01,31,105,0.3,Toys,Europe,0.0712,1.65,117.48,Aug-2024,854.2134831460673
108,0.19,326.52,42,216,0.19,Clothing,Asia,0.0921,0.59,54.34,Mar-2024,500.8833271991166
133,0.06,1148.11,25,180,0.14,Electronics,Europe,0.1987,1.11,220.56,Jun-2024,420.5431628581792
126,0.22,257.52,46,275,0.17,Toys,Europe,0.0538,1.3,69.94,Aug-2024,268.2013154132113
145,0.22,459.14,1,16,0.06,Clothing,North America,0.0306,0.32,9.79,Sep-2024,4589.887640449438
116,0.15,826.91,31,90,0.34,Home Appliances,Europe,0.1492,1.15,171.58,Aug-2024,381.9384543653106
150,0.26,381.37,36,97,0.37,Toys,North America,0.0615,0.65,39.98,Jan-2024,853.9019509754878
152,0.18,896.92,47,452,0.1,Toys,North America,0.1629,1.31,213.4,Dec-2024,320.2999062792877
132,0.13,84.38,1,310,0.0,Books,North America,0.0301,0.71,21.37,Apr-2024,294.85259709873645
160,0.2,483.9,27,10,2.7,Electronics,North America,0.1506,1.82,274.09,Jun-2024,76.54784924659785
124,0.3,82.57,47,138,0.34,Clothing,Europe,0.0977,0.98,95.75,Nov-2024,-13.765013054830295
108,0.04,1717.82,2,499,0.0,Home Appliances,Asia,0.1469,0.55,80.8,Apr-2024,2026.0148514851487
115,0.12,327.89,48,65,0.74,Home Appliances,Europe,0.1136,0.34,38.62,Jul-2024,749.0160538581046
139,0.15,225.98,9,181,0.05,Home Appliances,North America,0.1479,0.46,68.03,Mar-2024,232.1769807437895
116,0.08,685.58,11,242,0.05,Home Appliances,Europe,0.0574,1.11,63.71,Mar-2024,976.0948045832679
133,0.27,220.3,42,204,0.21,Electronics,Europe,0.1852,1.0,185.2,Oct-2024,18.952483801295912
112,0.14,476.75,23,498,0.05,Books,Europe,0.1127,0.67,75.51,Jun-2024,531.3733280360217
155,0.18,104.99,48,358,0.13,Toys,North America,0.1981,0.6,118.86,Jan-2024,-11.669190644455666
125,0.19,101.15,34,121,0.28,Clothing,Europe,0.1931,1.28,247.17,Aug-2024,-59.07674879637496
140,0.05,285.94,25,28,0.89,Home Appliances,North America,0.1107,1.33,147.23,Sep-2024,94.21313590980101
135,0.29,1121.35,27,232,0.12,Books,North America,0.0146,0.56,8.18,Apr-2024,13608.435207823959
111,0.26,165.63,48,414,0.12,Books,Europe,0.0933,1.04,97.03,Jan-2024,70.6997835720911
112,0.05,822.66,29,67,0.43,Clothing,Asia,0.1575,0.31,48.82,Feb-2024,1585.0880786562882
103,0.28,313.33,31,327,0.09,Books,Asia,0.0889,0.22,19.56,Mar-2024,1501.8916155419224
139,0.07,416.62,9,243,0.04,Home Appliances,North America,0.1005,0.79,79.4,Jan-2024,424.7103274559194
104,0.13,188.89,5,86,0.06,Books,Asia,0.1737,1.63,283.13,Feb-2024,-33.285063398438886
101,0.28,260.37,40,208,0.19,Books,Asia,0.1119,1.86,208.13,Nov-2024,25.09969730456926
132,0.02,656.44,9,467,0.02,Books,North America,0.0804,1.81,145.52,Oct-2024,351.09950522264984
133,0.14,56.01,31,227,0.14,Books,North America,0.1697,1.95,330.92,Jan-2024,-83.07445908376647
122,0.28,102.34,33,241,0.14,Clothing,Europe,0.0231,1.16,26.8,Jun-2024,281.86567164179104
160,0.19,1070.42,28,104,0.27,Electronics,North America,0.1629,0.19,30.95,Apr-2024,3358.5460420032314
132,0.25,105.07,32,35,0.91,Books,North America,0.1803,1.81,326.34,Sep-2024,-67.80351780351779
141,0.14,1249.89,2,157,0.01,Home Appliances,North America,0.1442,0.41,59.12,Apr-2024,2014.1576454668475
113,0.11,554.0,2,276,0.01,Books,Europe,0.088,0.3,26.4,Jan-2024,1998.4848484848487
137,0.16,225.41,19,82,0.23,Home Appliances,North America,0.0647,1.8,116.46,Jun-2024,93.55143396874465
106,0.04,328.48,30,278,0.11,Home Appliances,Asia,0.0723,1.57,113.51,May-2024,189.3841952250903
102,0.03,144.57,9,155,0.06,Books,Asia,0.1143,0.87,99.44,Sep-2024,45.3841512469831
150,0.09,292.62,1,10,0.1,Toys,North America,0.1261,1.02,128.62,Aug-2024,127.50738609858499
150,0.01,80.06,16,381,0.04,Toys,North America,0.0653,0.2,13.06,Feb-2024,513.0168453292496
135,0.08,1089.46,18,376,0.05,Books,North America,0.1965,1.53,300.64,Jan-2024,262.3802554550293
113,0.21,590.22,37,152,0.24,Books,Europe,0.1557,1.49,231.99,May-2024,154.41613862666495
106,0.12,195.44,40,158,0.25,Home Appliances,Asia,0.0114,0.11,1.25,Sep-2024,15535.2
122,0.3,253.41,4,377,0.01,Clothing,Europe,0.197,1.25,246.25,Oct-2024,2.907614213197968
117,0.1,313.29,8,253,0.03,Toys,Asia,0.0119,1.28,15.23,Apr-2024,1957.0584372948128
117,0.14,701.19,35,377,0.09,Toys,Asia,0.0219,0.74,16.21,Oct-2024,4225.6631708821715
112,0.16,92.4,16,18,0.89,Clothing,Asia,0.1589,1.42,225.64,Dec-2023,-59.04981386279028
135,0.19,400.06,21,64,0.33,Electronics,Europe,0.1229,1.0,122.9,Jun-2024,225.51668022782744
130,0.02,454.35,47,240,0.2,Toys,Europe,0.1733,0.51,88.38,Mar-2024,414.0868974881196
113,0.12,359.48,15,419,0.04,Books,Europe,0.1365,1.27,173.36,Dec-2024,107.36040609137054
107,0.22,335.18,27,68,0.4,Home Appliances,Asia,0.0319,0.63,20.1,Jan-2024,1567.5621890547263
104,0.27,1026.23,28,420,0.07,Books,Asia,0.1035,0.93,96.26,Jan-2024,966.1022231456473
136,0.21,1034.68,1,235,0.0,Books,North America,0.1618,0.8,129.44,Feb-2024,699.3510506798517
110,0.03,1768.47,37,269,0.14,Home Appliances,Asia,0.182,1.11,202.02,Aug-2024,775.3935253935254
112,0.24,14.37,18,390,0.05,Books,Europe,0.0819,0.55,45.04,Jul-2024,-68.09502664298402
136,0.25,749.49,19,142,0.13,Books,North America,0.0349,1.92,67.01,Mar-2024,1018.4748544993283
118,0.2,717.31,47,363,0.13,Home Appliances,Europe,0.119,0.66,78.54,Feb-2024,813.3053221288515
122,0.3,1314.54,43,65,0.66,Home Appliances,Europe,0.0428,1.17,50.08,Jun-2024,2524.8801916932907
103,0.15,383.15,27,422,0.06,Books,Asia,0.1181,0.76,89.76,Aug-2024,326.8605169340463
121,0.01,1645.26,33,79,0.42,Toys,Asia,0.1976,1.33,262.81,Jun-2024,526.026406909935
155,0.28,679.62,43,213,0.2,Toys,North America,0.0893,1.91,170.56,Sep-2024,298.4638836772983
118,0.01,150.6,42,154,0.27,Toys,Asia,0.0852,1.2,102.24,Feb-2024,47.30046948356807
105,0.09,557.08,48,75,0.64,Books,Asia,0.1581,1.66,262.45,May-2024,112.26138312059442
116,0.06,1214.03,13,31,0.42,Clothing,Asia,0.0335,1.78,59.63,Dec-2023,1935.9382860976016
126,0.26,958.62,16,377,0.04,Electronics,Asia,0.1259,1.24,156.12,Oct-2024,514.0276710222905
105,0.26,217.78,34,410,0.08,Books,Asia,0.0539,1.55,83.54,Sep-2024,160.68949006463967
133,0.08,193.56,3,399,0.01,Books,North America,0.0526,0.56,29.46,Feb-2024,557.0264765784113
156,0.23,411.87,39,46,0.85,Toys,North America,0.0124,0.63,7.81,Sep-2024,5173.623559539053
120,0.19,190.0,32,15,2.13,Home Appliances,Europe,0.0187,0.93,17.39,Sep-2024,992.5819436457734
129,0.27,516.17,24,135,0.18,Clothing,Europe,0.0356,1.89,67.28,Apr-2024,667.1967895362664
141,0.02,1672.23,43,278,0.15,Electronics,Europe,0.182,1.41,256.62,Mar-2024,551.6366612111294
110,0.1,136.42,31,72,0.43,Home Appliances,Asia,0.0879,0.86,75.59,Jun-2024,80.47360762005555
138,0.26,222.77,6,316,0.02,Electronics,Europe,0.0937,1.04,97.45,Feb-2024,128.59928168291432
163,0.0,390.88,20,256,0.08,Electronics,North America,0.1303,1.38,179.81,Dec-2023,117.38501751849174
137,0.26,877.01,22,313,0.07,Books,North America,0.1556,0.11,17.12,Oct-2024,5022.721962616823
139,0.02,1144.56,48,441,0.11,Books,North America,0.1612,0.29,46.75,Apr-2024,2348.2566844919784
155,0.03,464.19,16,485,0.03,Toys,North America,0.0863,1.97,170.01,May-2024,173.03688018351863
135,0.23,995.17,13,240,0.05,Toys,Europe,0.193,1.07,206.51,May-2024,381.8991816376931
126,0.15,388.07,13,92,0.14,Electronics,Asia,0.0559,1.54,86.09,May-2024,350.7724474387269
146,0.12,947.39,30,65,0.46,Home Appliances,North America,0.193,1.34,258.62,Feb-2024,266.3251102002938
123,0.28,861.56,14,55,0.25,Home Appliances,Europe,0.0175,2.0,35.0,Aug-2024,2361.6
124,0.24,749.85,11,177,0.06,Toys,Asia,0.105,1.99,208.95,Aug-2024,258.86575735821975
127,0.24,88.05,49,374,0.13,Clothing,Europe,0.1856,1.85,343.36,Mar-2024,-74.35636067101584
159,0.29,73.55,42,372,0.11,Toys,North America,0.1014,1.46,148.04,Jun-2024,-50.31748176168603
136,0.25,252.99,3,371,0.01,Books,North America,0.1534,1.85,283.79,Nov-2024,-10.853095598858314
141,0.16,602.94,6,452,0.01,Electronics,Europe,0.1332,1.67,222.44,Nov-2024,171.0573637834922
154,0.22,141.21,10,197,0.05,Clothing,North America,0.1137,0.7,79.59,Sep-2024,77.42178665661515
113,0.14,1130.97,14,216,0.06,Home Appliances,Asia,0.0139,0.61,8.48,Feb-2024,13236.91037735849
116,0.11,167.9,48,341,0.14,Clothing,Asia,0.1204,0.48,57.79,Jan-2024,190.53469458383807
117,0.23,749.47,1,256,0.0,Books,Europe,0.1656,1.03,170.57,Dec-2023,339.3914521897169
148,0.03,914.13,12,228,0.05,Home Appliances,North America,0.1365,0.71,96.92,Aug-2024,843.179942220388
166,0.26,458.21,21,63,0.33,Electronics,North America,0.1109,0.54,59.89,Apr-2024,665.0859909834697
144,0.1,365.04,36,62,0.58,Home Appliances,North America,0.0982,0.71,69.72,Jun-2024,423.580034423408
147,0.21,792.36,21,91,0.23,Home Appliances,North America,0.1023,0.76,77.75,Dec-2023,919.1125401929261
154,0.28,622.17,18,205,0.09,Clothing,North America,0.0672,1.19,79.97,Sep-2024,678.0042515943478
137,0.2,78.77,31,138,0.22,Books,North America,0.1214,1.04,126.26,Jun-2024,-37.61286234753683
168,0.1,374.84,28,133,0.21,Electronics,North America,0.1125,0.44,49.5,Sep-2024,657.2525252525252
157,0.15,1694.59,0,18,0.0,Clothing,North America,0.0689,1.42,97.84,Mar-2024,1632.0012264922323
147,0.06,534.03,13,158,0.08,Home Appliances,North America,0.0998,1.24,123.75,Aug-2024,331.53939393939396
127,0.04,1823.08,22,469,0.05,Home Appliances,Europe,0.193,1.31,252.83,Aug-2024,621.0694933354428
143,0.16,350.61,23,207,0.11,Electronics,Europe,0.0899,1.37,123.16,Nov-2024,184.67846703475158
117,0.24,202.49,13,331,0.04,Clothing,Asia,0.1257,1.58,198.61,Jul-2024,1.953577362670558
123,0.28,242.99,36,174,0.21,Home Appliances,Europe,0.1924,1.41,271.28,Apr-2024,-10.428339722795624
148,0.14,692.34,15,431,0.03,Home Appliances,North America,0.1458,1.99,290.14,Jan-2024,138.6227338526229
168,0.02,300.21,33,228,0.14,Electronics,North America,0.0228,1.45,33.06,Feb-2024,808.076225045372
143,0.17,163.05,40,185,0.22,Books,North America,0.0537,1.4,75.18,Apr-2024,116.87948922585794
123,0.19,208.72,24,28,0.86,Toys,Asia,0.1727,0.75,129.52,Nov-2024,61.148857319332905
139,0.29,206.98,32,56,0.57,Toys,Europe,0.0202,1.67,33.73,Aug-2024,513.6377112362882
147,0.25,99.52,6,320,0.02,Home Appliances,North America,0.0284,1.0,28.4,Oct-2024,250.42253521126761
133,0.14,854.39,40,133,0.3,Clothing,Europe,0.0489,0.26,12.71,Oct-2024,6622.187254130606
166,0.2,323.56,47,454,0.1,Electronics,North America,0.1727,0.38,65.63,Aug-2024,393.00624714307486
162,0.12,1108.14,2,343,0.01,Toys,North America,0.1395,1.51,210.65,Feb-2024,426.05744125326373
129,0.26,520.8,23,409,0.06,Electronics,Asia,0.1863,0.59,109.92,Dec-2024,373.79912663755454
108,0.06,315.93,15,270,0.06,Books,Asia,0.1409,1.6,225.44,May-2024,40.139283179559975
121,0.23,472.23,14,85,0.16,Clothing,Asia,0.0654,0.12,7.85,Apr-2024,5915.668789808918
137,0.27,899.89,34,342,0.1,Toys,Europe,0.0665,0.95,63.18,Oct-2024,1324.3273187717632
125,0.16,983.25,32,237,0.14,Toys,Asia,0.1189,1.67,198.56,May-2024,395.1903706688155
118,0.0,465.93,4,286,0.01,Clothing,Asia,0.0134,0.5,6.7,Apr-2024,6854.179104477612
173,0.11,115.49,23,67,0.34,Electronics,North America,0.0317,1.76,55.79,Mar-2024,107.00842444882595
133,0.27,170.62,14,435,0.03,Clothing,Europe,0.0143,1.7,24.31,May-2024,601.8510900863843
147,0.08,410.16,27,191,0.14,Home Appliances,North America,0.0246,1.55,38.13,Feb-2024,975.6884343036979
170,0.07,233.0,3,418,0.01,Electronics,North America,0.1284,0.59,75.76,Nov-2024,207.55015839493134
113,0.22,235.08,32,13,2.46,Home Appliances,Asia,0.0338,1.57,53.07,Jul-2024,342.9621254946298
124,0.12,86.8,45,495,0.09,Toys,Asia,0.0397,1.63,64.71,Jun-2024,34.136918559728024
154,0.18,102.51,36,478,0.08,Clothing,North America,0.0709,0.76,53.88,Mar-2024,90.25612472160356
158,0.04,877.79,34,382,0.09,Clothing,North America,0.0396,0.56,22.18,Aug-2024,3857.574391343553
162,0.1,788.54,26,471,0.06,Toys,North America,0.1393,1.25,174.12,Jun-2024,352.87158281644844
164,0.11,188.04,35,90,0.39,Toys,North America,0.025,1.15,28.75,Apr-2024,554.0521739130435
130,0.28,107.34,14,216,0.06,Electronics,Asia,0.0676,0.99,66.92,Feb-2024,60.40047818290496
151,0.05,482.62,13,104,0.12,Home Appliances,North America,0.1656,1.11,183.82,Nov-2024,162.55032096616256
170,0.25,108.94,19,93,0.2,Electronics,North America,0.0277,0.9,24.93,Apr-2024,336.98355395106296
144,0.06,962.41,48,321,0.15,Books,North America,0.0189,1.37,25.89,Nov-2024,3617.303978370027
128,0.27,710.17,43,242,0.18,Home Appliances,Europe,0.0587,1.48,86.88,Mar-2024,717.4148250460405
128,0.16,354.03,4,296,0.01,Home Appliances,Europe,0.1324,0.73,96.65,Jan-2024,266.30108639420587
144,0.27,460.75,17,492,0.03,Books,North America,0.1306,1.76,229.86,Apr-2024,100.44809884277386
167,0.19,262.02,26,162,0.16,Toys,North America,0.1628,0.98,159.54,Jul-2024,64.23467468973298
122,0.1,494.45,6,62,0.1,Clothing,Asia,0.1649,0.25,41.22,Dec-2023,1099.5390587093646
111,0.16,297.18,28,290,0.1,Books,Asia,0.0426,1.2,51.12,Jun-2024,481.3380281690141
167,0.26,164.19,30,174,0.17,Toys,North America,0.0724,0.41,29.68,Jan-2024,453.2008086253369
134,0.01,362.56,21,230,0.09,Clothing,Europe,0.1244,0.88,109.47,Jan-2024,231.19576139581622
128,0.15,152.29,3,365,0.01,Home Appliances,Europe,0.1024,0.66,67.58,Jan-2024,125.34773601657294
168,0.16,156.74,24,339,0.07,Toys,North America,0.1608,0.81,130.25,Dec-2024,20.337811900191944
173,0.16,243.05,31,334,0.09,Electronics,North America,0.0847,1.53,129.59,Mar-2024,87.55305193301953
116,0.17,147.11,11,70,0.16,Home Appliances,Asia,0.0947,0.94,89.02,Mar-2024,65.25499887665696
123,0.09,954.22,48,443,0.11,Books,Europe,0.1956,1.09,213.2,Jun-2024,347.57035647279554
173,0.21,612.04,24,385,0.06,Electronics,North America,0.1272,1.12,142.46,May-2024,329.6223501333707
140,0.21,212.62,14,333,0.04,Toys,Europe,0.0954,0.46,43.88,Aug-2024,384.5487693710119
135,0.15,606.44,47,42,1.12,Electronics,Asia,0.0339,1.55,52.54,Jul-2024,1054.2443852303008
152,0.15,33.42,32,297,0.11,Home Appliances,North America,0.1433,0.45,64.48,Apr-2024,-48.16997518610422
116,0.08,431.92,29,248,0.12,Home Appliances,Asia,0.112,0.89,99.68,Oct-2024,333.30658105939006
114,0.08,263.23,2,50,0.04,Books,Asia,0.12,1.02,122.4,Jul-2024,115.05718954248367
122,0.25,46.42,24,378,0.06,Books,Europe,0.1485,0.86,127.71,Sep-2024,-63.65202411714039
142,0.26,1089.02,29,441,0.07,Toys,Europe,0.0406,1.21,49.13,Jun-2024,2116.608996539792
163,0.0,568.56,13,424,0.03,Clothing,North America,0.0215,0.76,16.34,Apr-2024,3379.559363525091
158,0.19,338.79,5,270,0.02,Clothing,North America,0.1882,0.26,48.93,Feb-2024,592.3973022685469
158,0.14,81.27,22,236,0.09,Clothing,North America,0.1494,1.6,239.04,Apr-2024,-66.00150602409639
127,0.05,456.87,1,56,0.02,Toys,Asia,0.151,1.55,234.05,Sep-2024,95.20187994018372
130,0.11,528.54,33,377,0.09,Home Appliances,Europe,0.1292,1.46,188.63,Dec-2023,180.19933202565866
135,0.04,92.76,10,196,0.05,Clothing,Europe,0.1218,1.16,141.29,Jul-2024,-34.347795314601164
